symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
BTCUSDT,BTCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BTC,USDT,USDT,2,3,8,8,COIN,['PoW'],0,0.0500,0.012500,0.05,10000,"[{'tickSize': '0.10', 'minPrice': '556.80', 'maxPrice': '4529764', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '1000', 'stepSize': '0.001'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '120', 'minQty': '0.001', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '100'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHUSDT,ETHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETH,USDT,USDT,2,3,8,8,COIN,['Layer-1'],0,0.0500,0.012500,0.05,10000,"[{'tickSize': '0.01', 'minPrice': '39.86', 'filterType': 'PRICE_FILTER', 'maxPrice': '306177'}, {'maxQty': '10000', 'filterType': 'LOT_SIZE', 'stepSize': '0.001', 'minQty': '0.001'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001', 'maxQty': '2000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '20', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BCHUSDT,BCHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BCH,USDT,USDT,2,3,8,8,COIN,['PoW'],0,0.0500,0.015000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.01', 'minPrice': '13.93', 'maxPrice': '100000'}, {'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'minQty': '0.001', 'maxQty': '10000'}, {'maxQty': '850', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.001', 'minQty': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XRPUSDT,XRPUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XRP,USDT,USDT,4,1,8,8,COIN,['Payment'],0,0.0500,0.012500,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0143', 'tickSize': '0.0001', 'maxPrice': '100000'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000000', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
EOSUSDT,EOSUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,EOS,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.111', 'tickSize': '0.001', 'maxPrice': '100000'}, {'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'minQty': '0.1', 'maxQty': '120000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LTCUSDT,LTCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LTC,USDT,USDT,2,3,8,8,COIN,['PoW'],0,0.0500,0.015000,0.05,10000,"[{'tickSize': '0.01', 'maxPrice': '100000', 'minPrice': '3.61', 'filterType': 'PRICE_FILTER'}, {'maxQty': '10000', 'minQty': '0.001', 'filterType': 'LOT_SIZE', 'stepSize': '0.001'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001', 'maxQty': '5000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '20', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
TRXUSDT,TRXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,TRX,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0,0.0500,0.010000,0.05,10000,"[{'minPrice': '0.00132', 'maxPrice': '20000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00001'}, {'minQty': '1', 'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '5000000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETCUSDT,ETCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETC,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '100000', 'tickSize': '0.001', 'minPrice': '1.051', 'filterType': 'PRICE_FILTER'}, {'maxQty': '100000', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01'}, {'stepSize': '0.01', 'maxQty': '10000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LINKUSDT,LINKUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LINK,USDT,USDT,3,2,8,8,COIN,['Oracle'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.464', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'tickSize': '0.001'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.01', 'maxQty': '200000', 'minQty': '0.01'}, {'maxQty': '20000', 'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XLMUSDT,XLMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XLM,USDT,USDT,5,0,8,8,COIN,['Layer-2'],0,0.0500,0.010000,0.05,10000,"[{'tickSize': '0.00001', 'filterType': 'PRICE_FILTER', 'maxPrice': '20000', 'minPrice': '0.00648'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '1000000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ADAUSDT,ADAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ADA,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0,0.0500,0.010000,0.05,10000,"[{'maxPrice': '20000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.01740', 'tickSize': '0.00010'}, {'filterType': 'LOT_SIZE', 'maxQty': '2000000', 'stepSize': '1', 'minQty': '1'}, {'maxQty': '300000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XMRUSDT,XMRUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XMR,USDT,USDT,2,3,8,8,COIN,['Privacy'],0,0.0500,0.015000,0.05,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '4.36', 'tickSize': '0.01'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.001', 'maxQty': '10000', 'minQty': '0.001'}, {'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
DASHUSDT,DASHUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,DASH,USDT,USDT,2,3,8,8,COIN,['Payment'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '3.82', 'tickSize': '0.01', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000', 'minQty': '0.001', 'stepSize': '0.001'}, {'maxQty': '3000', 'minQty': '0.001', 'stepSize': '0.001', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ZECUSDT,ZECUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ZEC,USDT,USDT,2,3,8,8,COIN,['Privacy'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '2.85', 'maxPrice': '100000', 'tickSize': '0.01'}, {'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'minQty': '0.001', 'maxQty': '10000'}, {'stepSize': '0.001', 'minQty': '0.001', 'maxQty': '5000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XTZUSDT,XTZUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,XTZ,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.064', 'tickSize': '0.001'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '1000000'}, {'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BNBUSDT,BNBUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BNB,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.0500,0.015000,0.05,10000,"[{'tickSize': '0.010', 'filterType': 'PRICE_FILTER', 'minPrice': '6.600', 'maxPrice': '100000'}, {'minQty': '0.01', 'maxQty': '100000', 'stepSize': '0.01', 'filterType': 'LOT_SIZE'}, {'stepSize': '0.01', 'minQty': '0.01', 'maxQty': '2000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ATOMUSDT,ATOMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ATOM,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.1000,0.017500,0.10,10000,"[{'minPrice': '0.251', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'maxQty': '100000', 'stepSize': '0.01', 'minQty': '0.01', 'filterType': 'LOT_SIZE'}, {'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '20000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ONTUSDT,ONTUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ONT,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0241', 'tickSize': '0.0001'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE'}, {'maxQty': '250000', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
IOTAUSDT,IOTAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,IOTA,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.0205', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'minQty': '0.1', 'maxQty': '1000000', 'stepSize': '0.1', 'filterType': 'LOT_SIZE'}, {'minQty': '0.1', 'maxQty': '200000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BATUSDT,BATUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BAT,USDT,USDT,4,1,8,8,COIN,['Infrastructure'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.0134', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '600000', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
VETUSDT,VETUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,VET,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0,0.0500,0.010000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'minPrice': '0.002080', 'tickSize': '0.000001'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '2500000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
NEOUSDT,NEOUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,NEO,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.0500,0.015000,0.05,10000,"[{'maxPrice': '100000', 'tickSize': '0.001', 'minPrice': '1.093', 'filterType': 'PRICE_FILTER'}, {'maxQty': '100000', 'filterType': 'LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01'}, {'maxQty': '10000', 'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
QTUMUSDT,QTUMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,QTUM,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.246', 'tickSize': '0.001', 'maxPrice': '100000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '500000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
IOSTUSDT,IOSTUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,IOST,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0,0.1000,0.012500,0.10,10000,"[{'minPrice': '0.000587', 'tickSize': '0.000001', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '80000000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
THETAUSDT,THETAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,THETA,USDT,USDT,4,1,8,8,COIN,['NFT'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '1000', 'minPrice': '0.1070', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'stepSize': '0.1', 'minQty': '0.1'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '100000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
